paper_id,year,semantic_novelty,structural_novelty,triple_count,cited_by_count,reference_count,citation_signal,struct_norm,semantic_norm,citation_norm,composite_novelty
SKG_MT_576,2012,0.0871419906616211,0.8,10.0,3,25,1.3862943611198906,0.7999999992,0.08714209939562077,0.15323851785991663,0.45018069114424
SKG_SA_554,2012,0.0797170400619506,0.8737864077669902,103.0,61,16,4.127134385045092,0.8737864068932037,0.07971714968849822,0.4562061088253344,0.5144006742045346
SKG_MT_1177,2012,0.0565539598464965,0.8529411764705882,136.0,5,34,1.791759469228055,0.8529411756176469,0.056554072257461195,0.19805791116698682,0.4688980078285066
SKG_MT_1425,2012,0.0613471269607543,0.8225806451612904,62.0,8,20,2.1972245773362196,0.8225806443387097,0.06134723879553585,0.24287730447405703,0.46011694813497495
SKG_MT_550,2012,0.3261781334877014,0.8837209302325582,86.0,121,33,4.804021044733257,0.8837209293488372,0.3261782134873396,0.5310279586422607,0.6254345459335805
SKG_MT_85,2012,0.0576705932617187,0.75,48.0,8,14,2.1972245773362196,0.7499999992499999,0.05767070553845371,0.24287730447405703,0.4223560122877872
SKG_MT_92,2012,0.0638030767440795,0.8095238095238095,21.0,24,28,3.2188758248682006,0.8095238087142856,0.06380318828363311,0.35580881983783924,0.46586406165438
SKG_MT_89,2012,0.0713000297546386,0.7767857142857143,112.0,169,21,5.135798437050262,0.7767857135089286,0.07130014039298893,0.5677020426492208,0.4736831171765819
SKG_MT_1175,2012,0.2247680425643921,0.9166666666666666,12.0,7,17,2.0794415416798357,0.9166666657499999,0.22476813475446383,0.2298577767898749,0.5712263644557729
SKG_MT_788,2012,0.0719618797302246,0.8414634146341463,82.0,15,33,2.772588722239781,0.8414634137926829,0.07196199028901441,0.30647703571983326,0.4801642065839305
SKG_MT_1376,2012,0.0544444918632507,0.797752808988764,89.0,8,18,2.1972245773362196,0.7977528081910111,0.05444460452779301,0.24287730447405703,0.44494197635402843
SKG_MT_1473,2012,0.0548218488693237,0.851063829787234,47.0,34,30,3.5553480614894135,0.8510638289361702,0.054821961488504205,0.3930018636003441,0.4867608854235212
SKG_SA_24,2012,0.0850467681884765,0.7735849056603774,53.0,966,21,6.874198495453294,0.7735849048867924,0.08504687717434135,0.7598616992621752,0.4967973732393503
SKG_MT_1361,2012,0.0618534088134765,0.8771929824561403,114.0,70,42,4.2626798770413155,0.8771929815789472,0.06185352058739828,0.47118906690309453,0.5104568057147424
SKG_MT_1236,2012,0.1268393397331237,0.8723404255319149,47.0,26,11,3.295836866004329,0.8723404246595744,0.12683944369513384,0.3643159567110855,0.5233375854789493
SKG_MT_1228,2012,0.0527820587158203,0.8205128205128205,39.0,15,25,2.772588722239781,0.8205128196923076,0.0527821715802025,0.30647703571983326,0.46201698205021813
SKG_SA_148,2012,0.0815777778625488,0.9607843137254902,51.0,96,26,4.574710978503383,0.9607843127647059,0.08157788726541847,0.5056804309706926,0.5635913543855896
SKG_MT_78,2012,0.0638933181762695,0.9019607843137256,51.0,239,33,5.480638923341991,0.9019607834117648,0.06389342970497526,0.6058200978757814,0.5371197733754506
SKG_MT_74,2012,0.0711768865585327,0.7941176470588235,102.0,45,46,3.828641396489095,0.7941176462647058,0.07117699721168598,0.4232112237267993,0.46785074438970725
SKG_MT_451,2012,0.0752840042114257,0.0,104.0,27,22,3.332204510175204,0.0,0.07528411437086534,0.3683359715413411,0.06694724290248025
SKG_MT_239,2012,0.0627366304397583,0.7894736842105263,19.0,87,26,4.477336814478207,0.7894736834210526,0.06273674210750865,0.49491686372873084,0.4693232249264029
SKG_MT_234,2012,0.0682916641235351,0.8468468468468469,111.0,87,17,4.477336814478207,0.8468468459999999,0.06829177512351887,0.49491686372873084,0.5002318194222806
SKG_MT_373,2012,0.0809394717216491,0.7659574468085106,47.0,16,31,2.833213344056216,0.7659574460425531,0.0809395812012491,0.31317837380034286,0.4466723928818105
SKG_MT_389,2012,0.193372905254364,0.6666666666666666,6.0,26,18,3.295836866004329,0.6666666659999999,0.19337300121842246,0.3643159567110855,0.4471141291584775
SKG_MT_259,2012,0.0677522420883178,0.8512396694214877,121.0,5,12,1.791759469228055,0.8512396685702479,0.06775235315314511,0.19805791116698682,0.4725265666630807
SKG_MT_480,2012,0.0843323469161987,0.8507462686567164,67.0,51,21,3.9512437185814275,0.8507462678059701,0.08433245598794363,0.43676346677887096,0.5027824629760496
SKG_MT_865,2012,0.0649654269218444,0.8225806451612904,62.0,4,9,1.6094379124341003,0.8225806443387097,0.06496553832167273,0.17790440991891962,0.4550669784899159
SKG_DIA_182,2012,0.075396180152893,0.88,25.0,37,37,3.6375861597263857,0.8799999991199999,0.07539629029884805,0.4020923169981863,0.5103677473793579
SKG_MT_453,2012,0.0617653131484985,0.847457627118644,118.0,143,29,4.969813299576001,0.8474576262711864,0.061765424933010196,0.5493543401938903,0.5033704171281863
